Edad	Altura.dominante	thinning	varname	zone	cal
1	0.209128591870871	M2	Hdom	0	11
2	0.578047569474065	M2	Hdom	0	11
3	1.03827997815385	M2	Hdom	0	11
4	1.56135100634195	M2	Hdom	0	11
5	2.12876078690426	M2	Hdom	0	11
6	2.72693651884799	M2	Hdom	0	11
7	3.3453857676783	M2	Hdom	0	11
8	3.97579856081533	M2	Hdom	0	11
9	4.61152512749688	M2	Hdom	0	11
10	5.24723139756053	M2	Hdom	0	11
11	5.87865066605733	M2	Hdom	0	11
12	6.50239340287545	M2	Hdom	0	11
13	7.11579569888134	M2	Hdom	0	11
14	7.71679544681445	M2	Hdom	0	11
14	7.71679544681445	M2	Hdom	0	11
15	8.30382964662251	M2	Hdom	0	11
16	8.87574849774283	M2	Hdom	0	11
17	9.43174321710176	M2	Hdom	0	11
18	9.97128528423281	M2	Hdom	0	11
19	10.4940753025121	M2	Hdom	0	11
20	11	M2	Hdom	0	11
21	11.4890961386913	M2	Hdom	0	11
22	11.9615202913734	M2	Hdom	0	11
22	11.9615202913734	M2	Hdom	0	11
23	12.4175235995466	M2	Hdom	0	11
24	12.8574307545487	M2	Hdom	0	11
25	13.2816225533446	M2	Hdom	0	11
26	13.6905214742498	M2	Hdom	0	11
27	14.0845797987202	M2	Hdom	0	11
28	14.4642698751437	M2	Hdom	0	11
29	14.8300761807722	M2	Hdom	0	11
30	15.1824888897744	M2	Hdom	0	11
30	15.1824888897744	M2	Hdom	0	11
31	15.5219986999097	M2	Hdom	0	11
32	15.8490927084781	M2	Hdom	0	11
33	16.1642511607982	M2	Hdom	0	11
34	16.467944922261	M2	Hdom	0	11
35	16.7606335486444	M2	Hdom	0	11
36	17.0427638494391	M2	Hdom	0	11
37	17.3147688559307	M2	Hdom	0	11
38	17.5770671201594	M2	Hdom	0	11
39	17.8300622830105	M2	Hdom	0	11
40	18.0741428599231	M2	Hdom	0	11
40	0	M2	Hdom	0	11
